BELGRADE_cloud_cover,BELGRADE_global_radiation,BELGRADE_humidity,BELGRADE_precipitation,BELGRADE_pressure,BELGRADE_sunshine,BELGRADE_temp_max,BELGRADE_temp_mean,BELGRADE_temp_min
4,2.95,0.55,0.0,1.0184,11.8,25.5,20.3,13.0
5,2.46,0.53,0.0,1.0199,8.8,23.3,19.2,15.2
5,2.21,0.56,0.02,1.0168,7.4,24.6,19.5,14.4
3,3.01,0.53,0.35,1.0159,13.5,26.2,21.6,16.8
5,2.11,0.85,1.04,1.012,6.8,25.4,17.9,14.8
7,1.58,0.81,0.19,1.013,2.1,21.2,17.4,15.0
8,0.74,0.94,0.78,1.0158,0.0,19.8,17.0,15.0
7,2.07,0.81,0.14,1.0168,5.7,25.3,18.5,15.6
5,2.19,0.74,0.0,1.0185,7.5,25.3,20.8,15.5
4,2.4,0.74,0.27,1.0192,6.0,27.0,21.3,16.8
1,3.06,0.65,0.0,1.0175,12.7,29.6,23.7,16.5
1,3.3,0.58,0.0,1.0118,13.1,31.5,26.7,18.8
5,2.15,0.68,0.99,1.008,5.5,28.7,22.1,17.8
8,0.94,0.76,0.0,1.0109,0.0,21.2,18.0,15.8
5,2.08,0.71,0.0,1.016,4.9,21.3,16.9,13.3
1,3.09,0.64,0.0,1.0171,12.1,23.6,18.0,11.6
2,2.83,0.58,0.0,1.0183,8.6,23.4,18.3,15.6
5,1.9,0.77,0.06,1.0178,4.0,21.5,16.6,14.0
4,2.77,0.69,0.51,1.0163,9.5,25.4,19.1,12.5
8,1.41,0.8,0.27,1.0185,1.8,21.7,18.1,15.3
6,1.66,0.74,0.0,1.0216,2.2,20.7,16.7,14.0
5,2.34,0.69,0.0,1.0225,6.6,24.0,20.6,12.8
7,1.58,0.75,0.66,1.0166,0.8,23.0,20.8,19.2
8,0.79,0.94,0.83,1.0138,0.0,20.9,18.5,17.7
6,2.45,0.83,0.2,1.013,8.4,26.4,21.0,16.0
8,1.03,0.89,0.07,1.0156,0.0,21.5,18.6,17.5
8,0.43,0.94,2.27,1.0152,0.0,17.6,16.4,15.8
8,1.16,0.88,0.0,1.0152,0.0,21.0,18.6,15.0
1,2.74,0.74,0.0,1.0149,11.3,27.1,22.0,15.0
1,3.09,0.6,0.01,1.0113,12.6,32.0,21.6,16.2
2,3.1,0.63,0.0,1.019,12.3,21.5,16.3,12.0
0,3.26,0.61,0.0,1.0168,13.4,25.4,19.2,12.3
3,2.76,0.63,0.0,1.0186,8.7,27.1,20.7,14.2
1,3.1,0.59,0.0,1.0202,13.0,25.7,21.2,15.4
1,2.93,0.6,0.0,1.0183,12.9,26.4,20.9,13.6
1,2.93,0.63,0.0,1.0159,12.0,28.3,21.8,14.8
0,2.96,0.55,0.0,1.0158,12.7,30.6,25.1,16.9
0,2.87,0.58,0.6,1.018,12.4,32.9,26.6,20.0
2,2.44,0.67,0.0,1.0215,7.4,30.4,24.6,19.4
1,2.85,0.61,0.0,1.0202,11.8,30.7,25.6,18.8
0,3.02,0.52,0.0,1.0162,12.4,32.2,26.4,21.9
1,2.7,0.57,0.0,1.0151,11.9,32.6,26.9,21.6
5,1.67,0.78,0.1,1.0173,3.6,25.6,21.9,19.8
3,2.25,0.76,0.0,1.015,6.8,27.2,22.5,18.7
2,2.3,0.69,0.0,1.0141,7.0,28.6,23.5,18.5
1,2.36,0.67,0.02,1.0159,8.3,30.6,23.5,18.6
0,2.89,0.64,0.0,1.0181,11.7,30.8,24.4,18.4
0,2.9,0.61,0.0,1.0167,12.3,31.6,25.1,18.0
0,2.84,0.58,0.0,1.0124,11.8,33.8,27.6,21.7
2,2.46,0.59,0.0,1.0106,9.6,31.8,26.9,21.9
3,2.66,0.55,0.0,1.0149,9.8,27.0,23.3,19.1
1,2.63,0.64,0.0,1.0173,11.1,26.6,21.0,17.0
4,2.65,0.62,0.0,1.0174,10.5,28.8,23.7,16.1
1,2.72,0.54,0.0,1.0159,12.1,30.5,24.3,19.4
0,2.75,0.52,0.0,1.0114,12.1,33.6,27.0,19.7
2,2.41,0.42,0.0,1.0091,9.6,34.7,28.5,23.0
3,2.32,0.55,0.12,1.015,9.9,26.4,23.1,20.4
4,1.86,0.55,0.0,1.0189,5.1,22.3,18.4,17.0
0,2.86,0.51,0.0,1.0155,12.4,25.3,18.7,11.7
0,2.79,0.44,0.06,1.0061,12.3,33.1,25.7,16.0
5,2.36,0.66,0.04,1.0104,8.7,25.6,20.5,15.4
4,1.43,0.74,0.0,1.0149,4.7,21.1,17.4,14.8
0,2.79,0.55,0.0,1.0151,12.3,25.2,18.6,11.2
1,2.61,0.51,0.0,1.0101,11.9,28.8,22.9,16.3
0,2.61,0.53,0.0,1.01,12.0,31.7,25.3,18.9
4,2.48,0.58,0.0,1.011,11.2,34.0,22.4,17.5
5,0.73,0.8,0.08,1.0188,2.5,17.5,13.8,12.0
1,2.46,0.63,0.0,1.021,11.6,21.9,15.2,9.3
1,2.25,0.6,0.0,1.0208,11.4,22.7,16.3,9.0
1,2.5,0.61,0.0,1.0205,10.7,22.7,15.9,10.0
0,2.48,0.49,0.0,1.0194,11.8,25.7,18.7,10.0
4,2.23,0.61,0.0,1.0191,8.6,24.0,16.3,13.0
1,2.53,0.62,0.0,1.0253,11.6,20.6,14.3,10.0
0,2.55,0.54,0.0,1.0217,11.5,23.9,16.4,8.3
0,2.39,0.57,0.0,1.0155,11.7,27.7,19.4,10.9
0,2.29,0.56,0.0,1.0146,10.6,28.8,20.7,12.5
1,2.18,0.64,0.0,1.0123,10.3,27.9,20.8,14.6
4,2.11,0.51,0.0,1.0117,8.5,31.8,24.3,14.5
4,1.97,0.7,0.0,1.0183,7.6,24.2,18.4,14.6
2,2.08,0.69,0.0,1.0166,9.6,27.5,20.9,15.0
4,1.83,0.58,0.0,1.0158,6.8,30.0,22.9,17.0
0,2.14,0.63,0.0,1.0169,10.5,28.5,22.0,17.2
0,2.22,0.57,0.0,1.0161,10.7,33.0,24.5,16.8
0,2.28,0.55,0.0,1.015,11.0,32.2,24.0,18.6
0,2.18,0.56,0.0,1.0144,11.0,32.8,23.6,17.3
0,2.1,0.56,0.12,1.017,10.0,31.7,24.7,16.6
4,1.59,0.57,0.04,1.0313,6.0,24.4,14.6,12.8
0,2.23,0.59,0.0,1.0299,10.0,20.7,13.6,7.2
0,2.19,0.54,0.0,1.0241,10.3,22.2,13.7,6.9
3,2.12,0.5,0.0,1.0212,9.8,24.2,16.6,8.0
1,2.01,0.53,0.0,1.0209,9.3,25.4,17.0,10.0
1,1.99,0.53,0.0,1.0171,10.3,27.2,19.1,11.0
3,1.44,0.61,0.0,1.0159,3.0,21.5,16.5,12.5
8,0.8,0.63,0.15,1.0161,0.6,16.7,13.5,10.2
8,0.46,0.8,0.01,1.0218,0.0,14.8,12.6,10.7
8,0.53,0.74,0.0,1.03,0.0,14.1,12.8,10.8
0,2.0,0.69,0.0,1.032,8.9,19.8,13.4,10.5
5,1.54,0.71,0.0,1.0274,4.3,20.3,15.1,7.5
1,2.0,0.53,0.0,1.0289,10.3,20.7,12.6,9.0
0,1.88,0.53,0.0,1.0253,9.9,23.1,14.3,6.5
0,1.9,0.62,0.0,1.0212,9.8,24.6,15.8,7.8
0,1.59,0.58,0.0,1.0217,8.6,22.5,16.4,11.4
0,1.9,0.5,0.0,1.0267,9.9,20.1,13.0,7.1
1,1.9,0.45,0.0,1.0276,9.2,20.3,11.8,4.6
0,1.81,0.49,0.0,1.0232,9.2,23.0,14.3,6.4
7,1.07,0.68,0.04,1.0193,2.2,22.0,15.3,9.6
7,1.2,0.75,0.0,1.0214,5.4,19.4,13.6,11.0
0,1.61,0.67,0.0,1.0224,8.4,21.2,14.1,7.2
0,1.59,0.73,0.0,1.0231,9.0,22.6,14.2,9.2
1,1.32,0.67,0.0,1.0264,5.9,20.7,13.6,7.8
2,1.56,0.53,0.0,1.0316,8.3,20.1,13.4,7.4
5,1.3,0.46,0.0,1.0305,4.4,17.5,11.2,8.6
0,1.59,0.39,0.0,1.028,8.7,16.6,10.5,7.2
1,1.49,0.58,0.0,1.0276,8.8,17.7,10.7,4.5
0,1.34,0.6,0.0,1.0234,7.7,18.0,10.4,4.6
0,1.31,0.59,0.0,1.0189,7.6,17.4,10.5,5.7
3,1.47,0.5,0.1,1.0123,9.2,21.3,14.0,7.4
7,0.54,0.85,0.2,1.0094,0.8,17.5,13.0,11.2
5,0.54,0.86,2.02,1.0121,1.9,13.8,9.9,7.2
5,1.24,0.47,0.0,1.0098,3.5,21.7,15.1,6.2
5,1.22,0.6,0.05,1.005,5.9,27.0,16.1,12.6
8,0.2,0.92,0.42,1.0171,0.0,12.6,6.5,5.8
6,1.4,0.68,0.0,1.02,7.8,13.0,7.8,3.0
7,1.25,0.63,0.46,1.0173,4.7,14.0,10.1,5.9
8,0.19,0.9,0.7,1.0231,0.0,10.4,8.9,7.9
5,0.95,0.78,0.0,1.0277,2.8,14.2,9.8,8.2
2,1.25,0.72,0.0,1.0235,7.3,13.5,8.8,5.9
8,0.35,0.73,0.0,1.0218,0.0,10.6,9.3,7.5
8,0.45,0.72,0.0,1.0207,0.2,11.8,9.9,8.2
8,0.26,0.77,0.0,1.0194,0.0,10.8,10.0,8.8
5,0.83,0.65,0.16,1.0129,1.7,15.0,11.4,6.4
5,0.41,0.72,0.01,1.0202,0.0,12.1,8.0,5.6
8,0.22,0.84,0.0,1.0266,0.0,5.6,3.1,2.4
7,0.94,0.77,0.0,1.0269,4.6,8.0,4.6,2.2
6,0.59,0.71,0.01,1.0243,1.3,9.5,6.7,2.6
1,1.05,0.52,0.0,1.0242,8.0,10.5,6.9,4.9
0,0.97,0.72,0.0,1.021,8.1,9.9,4.4,0.0
4,0.91,0.68,0.0,1.0248,6.2,13.3,6.9,1.4
0,1.06,0.62,0.0,1.0299,8.3,13.6,6.3,1.0
0,0.87,0.58,0.0,1.0304,8.0,13.7,8.3,2.3
0,0.89,0.7,0.0,1.0299,7.7,15.5,9.0,3.6
0,0.65,0.86,0.0,1.0292,3.1,9.2,6.0,2.6
0,0.8,0.58,0.0,1.0277,6.9,14.8,9.5,5.8
0,0.85,0.6,0.0,1.0271,7.2,17.3,11.0,6.5
0,0.79,0.69,0.0,1.0276,7.1,16.5,10.3,5.2
1,0.78,0.73,0.0,1.0264,7.0,15.3,8.4,6.0
5,0.68,0.91,0.0,1.0277,4.0,6.0,4.7,1.0
8,0.12,0.87,0.0,1.0277,0.0,6.2,5.2,4.7
5,0.15,0.86,0.0,1.024,0.0,5.0,2.5,1.3
8,0.21,0.94,0.0,1.0217,0.0,2.7,1.7,0.6
4,0.75,0.65,0.1,1.0173,5.4,10.3,5.1,1.1
5,0.56,0.68,0.0,1.0109,2.5,12.0,7.6,5.0
7,0.4,0.76,0.05,1.0157,0.8,11.6,8.4,5.8
5,0.31,0.87,0.0,1.0295,0.5,9.6,6.6,5.2
0,0.74,0.82,0.0,1.0276,6.4,10.0,6.1,2.1
7,0.12,0.91,0.26,1.0318,0.0,7.7,5.6,3.5
8,0.23,0.97,0.09,1.0335,0.0,6.1,4.3,3.1
5,0.35,0.97,0.0,1.0353,0.0,3.1,0.0,-2.0
8,0.23,0.97,0.04,1.0352,0.0,1.5,1.2,0.4
8,0.34,0.9,0.0,1.033,0.0,1.8,1.6,1.2
8,0.23,0.86,0.0,1.0325,0.0,1.5,1.3,0.9
3,0.39,0.82,0.0,1.0378,2.2,6.0,3.0,0.6
0,0.86,0.82,0.0,1.0352,6.7,9.2,4.3,1.0
8,0.43,0.97,0.0,1.0324,0.0,3.6,-0.1,-1.6
8,0.22,0.97,0.0,1.0255,0.0,-0.6,-2.1,-2.5
8,0.25,0.98,0.02,1.0295,0.0,-1.7,-2.5,-2.9
4,0.52,0.85,0.0,1.0318,1.0,3.8,1.2,-2.7
3,0.83,0.61,0.0,1.0308,5.7,4.8,0.7,-0.8
3,0.79,0.74,0.0,1.0346,6.5,3.7,-1.3,-3.4
8,0.16,0.8,0.0,1.0345,0.0,-1.6,-2.4,-3.9
8,0.24,0.84,0.0,1.0296,0.0,-0.8,-1.3,-2.8
6,0.55,0.61,0.0,1.0219,3.0,1.4,-0.1,-1.0
7,0.21,0.64,0.0,1.0193,0.0,4.0,3.0,-0.6
8,0.27,0.73,0.0,1.0173,0.0,9.9,4.3,2.0
8,0.22,0.94,1.21,1.0135,0.0,4.0,2.7,1.3
5,0.26,0.88,0.0,1.0166,0.0,4.3,1.8,0.6
6,0.55,0.76,0.0,1.0187,3.2,5.0,2.4,-1.5
5,0.21,0.74,0.68,1.0013,0.0,9.3,3.0,1.0
5,0.36,0.68,0.02,1.0039,0.4,5.4,2.5,1.0
3,0.86,0.5,0.0,1.0068,7.4,7.7,3.2,0.0
7,0.36,0.85,0.0,1.0071,0.0,2.1,0.0,-1.6
7,0.36,0.69,0.01,1.0169,0.1,0.4,-1.8,-2.9
4,0.7,0.69,0.0,1.0231,5.4,1.9,-2.4,-6.2
7,0.42,0.77,0.0,1.022,0.0,-2.1,-4.7,-6.0
4,0.45,0.77,0.0,1.016,1.4,-4.0,-6.0,-7.6
5,0.5,0.68,0.05,1.0135,2.2,-1.2,-3.1,-8.0
5,0.7,0.66,0.0,1.0166,5.2,4.7,1.3,-2.6
7,0.25,0.53,0.05,1.0131,0.0,8.2,6.4,1.1
4,0.82,0.48,0.0,1.0132,7.5,14.7,10.5,5.8
8,0.3,0.7,0.48,1.0144,0.0,11.3,7.8,5.5
3,0.56,0.77,0.12,1.0135,3.4,11.9,7.2,5.0
8,0.12,0.81,1.16,1.0034,0.0,9.5,6.3,4.6
8,0.25,0.86,0.27,1.0094,0.0,4.6,-0.9,-3.0
3,0.54,0.7,0.0,1.0243,4.4,-1.7,-3.9,-6.6
7,0.72,0.58,0.0,1.0189,4.5,1.2,-1.2,-6.1
8,0.18,0.88,0.4,1.0066,0.0,2.6,1.3,-0.9
8,0.3,0.81,0.08,1.0108,0.1,1.2,-1.3,-3.2
6,0.39,0.81,0.07,1.022,0.0,-3.2,-8.2,-8.8
2,0.99,0.55,0.0,1.0166,6.4,-2.1,-5.2,-12.0
8,0.46,0.54,0.05,1.01,0.3,3.8,1.8,-3.6
8,0.31,0.71,0.16,0.9963,0.0,4.3,-1.4,-6.0
7,0.24,0.72,0.21,1.0125,0.0,-6.0,-11.6,-12.2
8,0.26,0.79,1.72,1.0154,0.0,-2.3,-5.8,-13.2
8,0.24,0.87,0.15,1.0132,0.0,-2.5,-6.8,-8.4
5,0.62,0.8,0.0,1.008,0.9,2.0,-2.0,-6.9
2,0.75,0.76,0.0,1.0206,5.3,2.4,-1.6,-3.0
8,0.16,0.88,0.79,1.0273,0.0,0.5,-1.1,-5.0
8,0.34,0.75,0.0,1.0266,0.0,0.4,-0.7,-2.0
8,0.19,0.73,1.09,1.027,0.0,-0.9,-3.9,-5.0
8,0.41,0.78,0.0,1.0328,0.0,-2.0,-3.3,-5.2
8,0.32,0.87,0.0,1.0365,0.0,-1.8,-2.7,-3.8
7,0.67,0.81,0.07,1.0331,1.3,-0.8,-2.8,-4.0
8,0.4,0.87,0.65,1.0264,0.0,-0.8,-2.3,-5.6
3,0.53,0.8,0.22,1.027,0.8,0.6,-3.2,-5.9
0,1.04,0.66,0.0,1.0287,4.3,2.0,-2.9,-10.1
7,0.43,0.69,0.94,1.008,0.0,7.1,1.7,-3.4
3,1.05,0.67,0.0,1.0139,3.7,1.0,-1.1,-2.4
8,0.27,0.87,1.87,1.0034,0.0,3.7,-0.1,-1.7
8,0.41,0.9,0.18,1.0095,0.0,1.3,-0.5,-2.0
3,1.05,0.62,0.0,1.0251,7.4,-0.7,-8.5,-10.8
5,0.84,0.74,0.0,1.0291,2.3,-6.6,-10.0,-18.2
8,0.57,0.7,0.0,1.0302,0.0,-6.5,-7.8,-10.3
8,0.5,0.71,0.03,1.0284,0.0,-4.1,-5.2,-7.2
7,0.87,0.72,0.0,1.0276,0.7,1.6,-1.0,-5.0
5,0.82,0.79,0.0,1.0293,0.0,1.8,-1.7,-3.4
6,0.92,0.92,0.0,1.0283,1.3,-2.4,-5.1,-7.0
8,0.45,0.97,0.0,1.0269,0.0,-3.4,-4.5,-7.4
8,0.71,0.91,0.05,1.0181,0.0,3.5,0.0,-3.9
4,0.76,0.6,0.0,1.0239,3.3,2.3,0.3,-0.9
7,0.66,0.56,0.05,1.0184,0.6,8.8,5.3,-1.2
1,1.37,0.65,0.0,1.013,7.8,14.2,5.9,1.3
5,1.13,0.53,0.0,1.0089,3.8,13.0,8.4,1.9
4,1.27,0.62,0.0,1.0092,6.4,13.5,8.8,5.8
3,0.76,0.69,0.0,1.0103,0.6,12.6,9.1,7.8
8,0.44,0.72,0.0,1.0077,0.0,10.5,7.6,6.4
7,0.79,0.77,0.0,1.0047,0.0,8.8,5.7,4.6
5,0.84,0.76,0.01,1.005,2.5,10.3,5.8,3.6
6,0.44,0.82,0.02,1.0056,0.0,7.4,5.4,3.1
8,0.82,0.79,0.0,1.0091,0.8,9.2,6.3,4.2
6,1.31,0.74,0.04,1.0107,5.2,13.2,6.6,3.0
5,0.89,0.71,0.0,1.0073,0.2,9.0,7.0,4.9
3,1.24,0.49,0.0,1.0139,6.4,15.3,8.3,4.0
7,0.57,0.73,0.11,1.0141,0.1,8.7,6.3,5.4
8,0.45,0.71,0.0,1.0147,0.0,6.0,3.2,1.6
1,1.67,0.56,0.0,1.0234,8.9,1.6,-1.0,-2.6
1,1.72,0.61,0.0,1.0249,9.0,4.2,-0.8,-6.4
0,1.68,0.49,0.0,1.0278,9.5,5.5,1.0,-3.9
1,1.76,0.53,0.0,1.0269,9.2,8.6,1.4,-3.7
8,0.61,0.59,0.16,1.0145,0.0,8.6,5.3,-0.6
8,0.28,0.84,0.15,1.0191,0.0,5.8,3.0,2.0
8,0.34,0.92,1.49,1.0116,0.0,2.4,0.1,-1.2
5,1.58,0.59,0.0,1.016,4.0,-0.2,-7.1,-8.4
1,1.76,0.5,0.0,1.0252,8.3,-5.4,-8.6,-12.4
0,1.88,0.59,0.0,1.0267,8.7,-3.6,-6.4,-11.8
8,1.06,0.71,0.09,1.0262,0.6,-3.8,-5.9,-8.0
8,0.69,0.86,0.24,1.0244,0.0,-5.3,-7.1,-8.0
6,1.51,0.73,0.0,1.0265,4.4,-4.5,-7.2,-11.2
8,0.65,0.84,0.23,1.0228,0.0,-5.0,-6.6,-10.6
5,1.38,0.75,0.0,1.0253,2.7,-1.2,-5.1,-7.8
4,1.85,0.76,0.0,1.0293,4.9,-0.3,-4.2,-10.8
8,1.34,0.68,0.0,1.0272,4.5,1.3,-1.9,-3.6
0,2.03,0.53,0.0,1.0254,9.2,0.2,-2.9,-6.6
4,1.66,0.61,0.0,1.0227,2.3,0.6,-2.6,-6.4
4,1.66,0.63,0.0,1.0205,4.3,1.0,-1.5,-5.6
8,1.15,0.68,0.0,1.0119,0.0,2.6,0.1,-3.1
5,1.39,0.79,0.0,1.0143,0.9,2.4,0.2,-1.7
0,2.16,0.51,0.0,1.013,9.8,9.5,4.4,-2.6
7,1.01,0.42,0.01,1.0073,0.0,14.8,10.0,4.5
8,1.05,0.64,1.48,1.0039,0.3,15.0,8.1,4.9
2,1.52,0.67,0.0,1.0201,8.7,8.8,4.2,1.4
6,1.42,0.7,1.22,1.0195,1.5,10.0,4.8,1.5
8,0.49,0.91,0.76,1.0169,0.0,4.8,3.5,3.2
4,1.51,0.76,0.0,1.0158,5.9,10.3,5.4,2.4
3,2.11,0.49,0.0,1.0139,7.1,19.3,11.3,3.5
5,1.88,0.52,0.02,1.0167,7.1,20.1,13.1,8.8
4,1.58,0.64,0.0,1.0176,3.7,18.2,13.3,10.8
5,1.8,0.44,0.0,1.0086,6.0,21.0,16.4,9.2
8,0.4,0.61,0.31,1.0028,0.0,17.5,11.8,8.0
8,0.17,0.95,1.04,1.0103,0.0,8.0,6.2,5.4
8,0.3,0.89,0.47,1.0149,0.0,5.4,3.8,3.2
8,0.29,0.93,3.77,1.0095,0.0,4.5,3.9,2.6
8,0.77,0.83,0.16,1.0033,0.0,7.4,5.7,3.8
3,2.25,0.48,0.0,1.0145,8.6,16.8,11.7,4.6
3,2.09,0.47,0.0,1.0146,5.7,21.2,15.2,9.1
5,1.8,0.48,0.0,1.013,4.6,22.0,15.7,10.8
5,1.15,0.59,0.04,1.0148,2.9,17.9,12.4,10.9
4,2.39,0.55,0.0,1.0178,10.8,18.4,13.4,8.5
4,2.5,0.37,0.0,1.0129,9.2,24.3,17.9,10.1
8,0.73,0.57,0.0,1.0098,0.1,19.0,16.8,14.8
6,1.82,0.63,0.36,1.0052,5.9,23.1,16.0,13.2
8,0.38,0.89,0.08,1.0072,0.0,13.4,8.5,7.4
8,0.25,0.94,0.15,1.01,0.0,7.6,7.0,6.2
8,0.6,0.82,0.0,1.0162,0.0,9.5,7.9,5.4
6,2.14,0.63,0.0,1.0211,7.2,13.6,10.2,6.6
6,1.79,0.54,0.0,1.0229,5.5,14.0,10.1,6.1
4,2.43,0.56,0.0,1.0233,7.9,15.4,10.6,5.4
4,2.08,0.59,0.0,1.0234,5.5,17.0,12.6,7.9
2,2.52,0.47,0.0,1.0183,9.9,21.2,15.9,9.0
0,2.88,0.32,0.0,1.0223,11.5,18.2,13.2,8.0
3,2.58,0.31,0.01,1.016,10.0,25.0,19.1,10.5
8,0.66,0.89,0.75,1.0137,1.7,18.8,11.7,10.5
5,0.93,0.77,0.01,1.0195,0.9,13.4,10.2,7.9
1,3.09,0.48,0.0,1.0282,12.8,16.1,11.3,5.0
0,2.74,0.47,0.0,1.0248,10.5,17.8,12.8,4.4
0,2.97,0.41,0.0,1.018,12.0,22.3,16.1,8.3
3,2.75,0.47,0.12,1.0128,10.6,24.3,17.3,12.8
4,2.5,0.45,0.0,1.0227,9.2,15.0,9.4,6.8
3,2.65,0.52,0.0,1.0307,10.0,14.0,9.0,3.2
1,2.99,0.46,0.0,1.0312,12.2,18.0,11.6,2.0
0,2.93,0.37,0.0,1.0227,12.3,21.0,14.6,6.7
2,2.82,0.46,0.0,1.0145,11.6,23.9,17.9,7.0
5,2.23,0.52,0.04,1.0109,6.1,24.9,18.0,11.4
1,2.75,0.54,0.0,1.0076,10.1,24.7,18.9,11.8
6,2.53,0.64,0.0,1.009,7.0,24.2,17.0,14.3
6,2.51,0.67,1.52,1.0124,8.0,24.1,16.8,13.3
8,0.87,0.81,2.37,1.0048,1.2,16.6,12.5,11.5
8,0.8,0.86,0.22,1.0019,0.2,12.9,9.9,8.2
6,1.54,0.54,0.01,1.0145,5.7,14.7,10.4,8.1
5,2.83,0.57,0.0,1.0165,10.7,16.4,10.8,4.5
0,3.24,0.41,0.0,1.0154,12.9,23.6,17.3,8.2
4,2.3,0.48,0.0,1.0124,6.9,23.0,17.4,12.4
6,2.54,0.56,0.0,1.0108,6.9,23.7,17.3,12.8
5,2.87,0.36,0.02,1.0073,9.9,24.8,19.7,13.6
8,0.77,0.73,0.35,1.013,0.0,18.8,12.9,10.6
7,1.99,0.78,1.98,1.0133,4.5,20.5,15.5,8.5
4,2.69,0.75,0.19,1.01,7.6,22.9,16.5,13.4
5,3.05,0.66,0.0,1.0207,11.1,21.2,16.2,10.8
6,2.47,0.67,0.17,1.0142,6.7,27.8,19.8,14.5
3,2.3,0.85,1.6,1.0119,6.8,25.4,16.7,14.5
6,2.55,0.71,0.79,1.0107,7.1,24.0,18.1,14.8
8,0.25,0.94,5.64,1.0029,0.0,16.2,8.5,6.8
8,0.62,0.8,0.22,1.0068,0.0,10.3,8.4,6.1
8,0.66,0.8,0.1,1.0095,0.0,12.3,10.8,8.7
6,1.44,0.79,0.0,1.0133,1.1,16.6,12.8,10.3
5,2.0,0.69,0.18,1.0152,6.9,20.9,16.1,10.5
3,2.66,0.81,0.28,1.0164,7.7,20.4,15.9,13.1
1,3.17,0.58,0.0,1.0147,11.3,24.1,18.1,12.0
5,2.41,0.62,0.11,1.0135,6.4,24.2,19.2,13.3
6,1.66,0.75,0.82,1.015,1.8,20.4,17.3,14.5
8,0.76,0.89,0.29,1.0154,0.0,16.1,13.2,12.4
6,0.83,0.85,0.17,1.0164,0.3,14.7,11.5,9.2
2,2.83,0.63,0.0,1.0164,10.2,20.0,15.2,8.5
2,2.35,0.7,0.05,1.0179,7.6,21.5,16.2,8.5
4,3.28,0.57,0.13,1.0142,11.6,25.8,19.8,11.5
6,1.96,0.64,0.32,1.0102,4.2,26.0,21.3,16.1
5,1.84,0.74,0.55,1.0101,5.7,21.3,16.8,14.3
1,3.31,0.6,0.0,1.0186,12.4,24.4,18.7,12.6
2,3.38,0.54,0.0,1.0174,13.4,28.8,22.6,14.2
3,3.38,0.45,0.0,1.0099,13.3,31.2,26.2,18.3
7,2.12,0.42,0.03,1.0094,3.6,30.3,26.0,19.6
4,2.64,0.55,0.0,1.0135,9.9,30.2,24.4,19.8
4,2.87,0.55,0.0,1.0209,8.2,26.4,21.7,18.2
3,3.02,0.55,0.0,1.0197,10.3,28.8,23.8,15.1
1,3.3,0.57,0.0,1.0146,13.2,30.9,25.1,18.1
0,3.25,0.52,0.0,1.0114,12.7,33.7,27.6,20.8
4,2.72,0.49,0.0,1.0083,7.5,34.5,28.4,22.4
4,3.2,0.48,0.0,1.01,12.8,27.6,22.8,20.7
3,2.25,0.6,0.0,1.0158,8.2,20.8,16.8,14.7
4,2.99,0.57,0.0,1.013,10.7,22.5,17.1,11.0
3,3.03,0.56,0.02,1.0119,11.9,23.4,18.7,12.0
7,1.94,0.62,0.07,1.0083,2.0,23.9,18.6,14.6
7,1.34,0.82,0.4,1.009,0.8,20.4,17.6,15.2
8,1.22,0.9,4.05,1.0154,0.3,21.1,16.3,15.5
8,1.0,0.86,2.37,1.0199,0.5,20.7,16.1,13.0
1,3.18,0.7,0.0,1.0181,12.3,26.1,19.3,14.0
6,2.24,0.66,0.02,1.0175,7.6,26.7,21.5,16.6
0,3.38,0.64,0.0,1.0184,12.8,27.8,22.5,15.1
6,2.69,0.66,3.13,1.0156,9.1,30.5,21.7,17.0
3,2.55,0.75,0.03,1.021,6.9,27.7,20.7,17.0
2,2.94,0.68,0.0,1.0243,10.5,28.8,23.7,16.3
0,2.96,0.67,0.0,1.0213,12.8,31.0,25.7,18.1
1,3.04,0.55,0.0,1.0159,12.4,31.8,27.4,21.0
0,2.83,0.58,0.0,1.0151,10.6,32.5,27.4,21.0
6,2.35,0.72,6.3,1.0164,6.4,32.6,23.2,18.2
6,1.89,0.77,0.0,1.0159,4.1,27.4,22.7,18.2
4,2.09,0.56,0.0,1.0164,7.3,26.7,22.0,19.5
1,2.91,0.59,0.0,1.0202,13.9,26.0,21.0,15.5
1,3.08,0.51,0.0,1.0196,13.7,28.3,21.7,15.0
0,3.1,0.51,0.0,1.0163,13.7,30.4,23.9,15.4
1,3.15,0.54,0.01,1.0125,12.7,31.5,25.8,19.5
5,1.77,0.65,0.02,1.0196,4.3,25.4,20.3,18.0
0,3.53,0.51,0.0,1.02,13.4,26.6,20.8,15.3
0,3.5,0.52,0.0,1.0165,13.1,30.8,24.2,14.6
0,3.22,0.59,0.0,1.0153,12.8,31.5,25.8,18.6
0,3.29,0.58,0.0,1.0169,12.6,31.4,26.4,20.3
0,3.28,0.53,0.0,1.0163,12.6,31.7,26.1,19.8
3,2.94,0.56,0.0,1.0122,10.9,33.3,26.5,20.2
0,3.28,0.57,0.0,1.0079,12.3,33.6,27.3,20.4
0,3.04,0.5,0.0,1.0089,11.7,35.2,28.7,21.7
0,3.39,0.4,0.0,1.0107,13.1,36.2,30.1,22.7
1,3.09,0.43,0.0,1.01,12.2,37.0,29.6,24.0
0,3.11,0.59,0.0,1.0099,12.1,35.5,28.4,22.2
0,3.05,0.52,0.0,1.0149,12.0,33.6,28.3,23.4
