MADRID_cloud_cover,MADRID_global_radiation,MADRID_humidity,MADRID_precipitation,MADRID_pressure,MADRID_sunshine,MADRID_temp_max,MADRID_temp_mean,MADRID_temp_min
2,2.76,0.54,0.0,1.008,12.1,27.8,22.0,16.3
2,2.92,0.51,0.0,1.0115,12.9,28.0,22.7,17.4
2,3.29,0.47,0.0,1.0131,11.8,28.4,22.2,16.0
1,3.14,0.43,0.0,1.0136,13.0,26.7,21.6,16.5
7,1.17,0.55,0.0,1.0138,1.3,21.0,18.6,16.2
6,2.84,0.62,0.04,1.0133,5.8,24.9,20.0,15.1
6,2.81,0.59,0.0,1.0106,9.3,26.4,20.7,15.0
2,2.79,0.41,0.0,1.0082,12.7,28.2,21.6,15.0
2,3.26,0.48,0.0,1.0061,11.2,27.6,20.0,12.4
1,3.06,0.44,0.0,1.0113,12.9,23.5,18.0,12.4
1,3.29,0.4,0.0,1.0138,13.0,26.2,20.4,14.7
2,3.3,0.45,0.0,1.0133,12.1,28.8,21.7,14.6
0,1.89,0.35,0.0,1.0079,11.6,30.6,23.3,16.0
2,3.11,0.44,0.0,1.0014,12.9,28.4,23.4,18.3
6,2.61,0.43,0.0,1.0014,7.6,22.6,18.1,13.6
7,2.21,0.54,0.0,1.0043,8.6,17.2,14.8,12.3
6,2.13,0.59,0.12,1.0106,7.2,19.5,15.0,10.6
2,2.47,0.56,0.0,1.0119,11.7,22.5,16.6,10.6
6,1.53,0.6,0.14,1.0111,2.5,20.6,17.3,14.0
7,2.02,0.72,0.1,1.0102,6.5,19.5,16.2,12.8
5,2.45,0.54,0.0,1.0147,11.5,21.8,16.4,11.1
3,3.09,0.47,0.0,1.0192,11.7,23.4,18.2,13.0
0,3.11,0.43,0.0,1.023,13.3,24.8,19.2,13.5
0,3.32,0.45,0.0,1.0214,13.2,28.0,20.0,11.9
0,3.3,0.42,0.0,1.0161,13.0,30.0,23.0,16.0
5,3.27,0.38,0.6,1.0116,11.3,30.5,24.6,18.6
5,2.0,0.64,0.06,1.0107,8.1,26.2,21.2,16.2
5,2.37,0.64,1.42,1.0123,8.3,26.4,20.7,15.0
1,3.0,0.54,0.0,1.0143,13.0,28.3,22.0,15.6
3,3.26,0.44,0.0,1.0106,13.0,32.6,25.2,17.8
2,3.26,0.38,0.0,1.0101,12.6,32.5,25.6,18.6
4,2.71,0.41,0.0,1.0124,8.5,32.5,26.4,20.2
4,2.65,0.55,0.43,1.0122,9.1,30.8,23.1,15.4
4,2.45,0.72,0.0,1.0129,6.2,25.2,19.7,14.2
5,2.89,0.55,0.0,1.0139,10.5,27.5,22.3,17.1
1,2.9,0.42,0.0,1.0145,12.9,30.7,23.6,16.5
0,3.22,0.37,0.0,1.0154,13.1,31.2,24.2,17.2
2,3.24,0.36,0.0,1.0133,13.3,31.0,24.5,18.0
2,3.26,0.39,1.72,1.0095,12.3,32.2,25.8,19.4
7,2.23,0.73,0.37,1.0109,7.1,27.8,22.2,16.7
6,2.39,0.62,0.06,1.0135,7.9,29.3,23.6,18.0
3,2.93,0.64,0.0,1.0176,12.4,29.2,22.8,16.4
1,3.12,0.48,0.0,1.018,12.8,32.2,25.2,18.3
3,3.16,0.38,0.0,1.0161,12.7,34.6,27.8,21.0
4,2.44,0.36,0.0,1.015,9.3,35.0,28.8,22.5
4,3.06,0.38,0.38,1.0132,11.6,34.0,27.6,21.3
4,3.06,0.48,0.0,1.0143,10.8,33.9,27.2,20.5
5,2.63,0.44,0.0,1.0143,9.2,34.6,28.6,22.6
1,2.65,0.45,0.0,1.0145,12.7,34.0,26.8,19.6
3,2.95,0.42,0.0,1.0104,12.4,35.2,28.6,22.0
2,3.12,0.38,0.0,1.0101,12.4,36.5,29.6,22.8
2,3.11,0.37,0.48,1.0096,12.1,36.0,29.1,22.2
5,2.61,0.58,0.0,1.0105,7.8,31.4,25.8,20.2
2,2.98,0.56,0.0,1.0105,12.3,29.5,24.2,19.0
3,3.02,0.47,0.0,1.0094,12.8,27.3,21.9,16.5
3,3.03,0.48,0.0,1.0089,12.7,26.4,20.7,15.0
7,1.11,0.64,0.19,1.0116,2.5,25.4,21.7,18.0
4,2.34,0.64,0.0,1.0127,7.4,28.8,23.6,18.5
6,1.82,0.61,0.08,1.0115,6.9,25.0,22.0,19.0
0,3.19,0.52,0.0,1.0159,12.6,27.5,21.8,16.2
0,3.07,0.5,0.0,1.018,12.6,31.0,24.5,18.0
2,3.05,0.43,0.0,1.0179,12.5,33.8,26.7,19.6
1,2.99,0.45,0.0,1.0167,12.0,34.6,27.8,21.0
5,2.76,0.56,0.31,1.0141,9.2,34.5,27.8,21.0
4,2.96,0.6,0.0,1.0132,10.5,32.0,26.0,20.0
3,2.86,0.46,0.0,1.0133,11.4,32.6,27.2,21.7
4,2.62,0.5,0.0,1.0133,11.3,31.5,26.2,20.8
1,2.93,0.5,0.0,1.0118,12.0,33.7,27.2,20.8
1,2.89,0.43,0.0,1.0111,12.2,34.0,27.8,21.7
3,2.81,0.62,0.0,1.0125,11.5,33.4,27.4,21.5
3,2.82,0.7,0.0,1.0148,11.3,34.2,27.8,21.5
4,2.73,0.72,0.0,1.0132,10.5,32.6,27.3,22.0
7,2.26,0.82,0.07,1.0113,7.9,29.0,25.0,21.0
8,1.02,0.86,0.46,1.0109,1.4,23.0,20.3,17.6
3,2.53,0.68,0.0,1.0107,12.3,26.5,21.8,17.2
5,2.18,0.66,0.26,1.01,9.5,23.5,19.2,14.8
3,2.89,0.6,0.0,1.0176,11.3,21.4,16.9,12.4
1,2.88,0.66,0.0,1.0205,12.1,25.2,18.6,12.1
0,2.9,0.42,0.0,1.0167,12.1,30.7,23.2,15.8
4,2.22,0.42,0.0,1.0139,9.8,28.6,23.2,17.7
2,2.79,0.48,0.0,1.0117,10.9,28.0,22.1,16.2
4,2.81,0.48,0.0,1.0178,10.3,26.4,19.9,13.4
0,2.73,0.37,0.0,1.0167,11.1,29.6,22.0,14.5
0,2.71,0.42,0.0,1.0156,11.0,32.2,24.7,17.2
1,2.65,0.48,0.0,1.0146,11.0,32.7,25.0,17.2
5,2.39,0.44,0.0,1.0139,9.5,31.9,25.6,19.4
0,2.66,0.49,0.0,1.0195,10.8,30.6,24.3,18.0
2,2.55,0.47,0.0,1.0193,10.1,30.7,24.8,18.8
2,2.52,0.42,0.0,1.0168,10.4,31.8,25.7,19.6
1,2.53,0.42,0.0,1.0133,11.0,33.6,26.8,20.1
0,2.51,0.38,0.0,1.0101,10.7,33.6,26.8,20.0
3,2.55,0.44,0.0,1.0096,9.8,30.0,24.5,19.0
6,1.84,0.59,0.0,1.0131,4.8,25.0,21.7,18.4
7,1.89,0.64,0.0,1.0157,3.7,25.2,21.6,18.0
6,1.72,0.62,0.0,1.0158,5.8,26.3,22.0,17.6
2,2.3,0.62,0.0,1.0175,10.7,26.2,21.2,16.2
2,2.08,0.66,0.0,1.0184,10.0,27.2,22.0,16.8
1,2.31,0.58,0.0,1.0189,10.9,27.6,21.9,16.2
2,2.23,0.55,0.0,1.0185,9.7,27.7,22.4,17.2
4,2.07,0.58,0.04,1.0172,8.8,28.2,22.6,17.0
5,2.16,0.56,0.0,1.0165,10.4,27.7,22.3,16.9
2,2.19,0.5,0.0,1.0159,10.0,27.5,22.2,17.0
4,2.03,0.61,0.0,1.0149,9.6,28.1,22.6,17.0
7,1.76,0.58,1.08,1.0134,5.2,27.6,21.5,15.4
4,1.85,0.79,1.79,1.0167,6.8,23.9,19.2,14.5
8,0.57,0.96,0.25,1.0178,0.0,19.3,17.2,15.0
6,1.62,0.84,0.02,1.0121,4.5,22.0,18.5,15.0
6,1.23,0.75,0.02,1.0116,3.8,23.0,19.5,16.0
6,1.83,0.73,0.0,1.0147,7.9,24.9,20.8,16.6
4,1.65,0.73,0.01,1.0187,7.2,24.6,21.1,17.6
4,1.83,0.67,0.0,1.0182,10.0,25.2,20.7,16.2
1,2.03,0.61,0.0,1.0138,9.6,27.2,22.1,17.0
0,1.97,0.5,0.0,1.0131,10.3,27.7,21.8,16.0
0,1.99,0.5,0.0,1.0147,9.8,28.0,22.5,17.0
7,1.54,0.58,0.01,1.0112,6.5,24.7,20.8,17.0
6,1.51,0.71,0.01,1.0071,6.5,22.0,18.8,15.6
5,1.38,0.79,0.0,1.0107,7.2,22.5,18.5,14.5
2,1.76,0.84,0.0,1.0174,9.2,22.5,17.8,13.0
1,1.85,0.65,0.0,1.021,9.9,24.5,18.4,12.4
3,1.89,0.64,0.0,1.0199,10.0,26.6,20.0,13.4
2,1.98,0.64,0.0,1.0161,10.2,28.3,23.2,18.0
1,1.91,0.54,0.0,1.0139,10.2,24.0,19.6,15.2
1,2.03,0.45,0.0,1.0194,10.7,18.4,14.5,10.6
3,1.91,0.53,0.0,1.0211,9.7,18.0,12.8,7.6
2,1.87,0.5,0.0,1.0195,10.3,20.0,13.8,7.6
0,1.82,0.56,0.0,1.0154,10.5,22.0,16.1,10.2
1,1.81,0.5,0.0,1.0116,10.6,23.9,17.8,11.6
6,1.06,0.62,0.0,1.0129,4.4,23.2,18.5,13.8
8,0.99,0.64,0.12,1.0144,0.8,21.8,18.6,15.3
8,0.29,0.83,0.69,1.0126,0.0,18.5,16.4,14.4
7,1.12,0.83,0.06,1.0107,4.7,22.1,18.2,14.4
7,1.14,0.8,0.1,1.0101,4.1,20.5,16.6,12.8
6,1.09,0.82,0.0,1.0124,5.3,17.2,13.8,10.5
4,1.45,0.74,0.0,1.0144,8.4,20.0,15.0,10.0
5,1.46,0.67,0.12,1.0168,7.5,20.2,15.8,11.4
5,1.03,0.84,0.06,1.0179,5.1,18.8,15.7,12.6
7,0.64,0.92,0.09,1.0134,2.7,18.1,15.8,13.6
8,0.66,0.88,0.18,1.0135,3.4,18.4,14.5,10.6
2,1.73,0.43,0.0,1.0215,9.9,16.0,11.5,7.0
0,1.62,0.56,0.0,1.0224,9.8,16.2,10.1,4.0
5,1.3,0.53,0.0,1.0208,7.1,14.6,10.0,5.5
4,1.39,0.58,0.0,1.017,8.4,16.0,12.6,9.2
8,0.17,0.84,1.66,1.0124,0.0,11.7,10.4,9.2
7,0.74,0.86,1.95,1.0057,2.9,17.0,13.8,10.6
6,0.98,0.82,0.72,1.0089,3.6,15.6,13.5,11.4
8,0.25,0.94,5.02,1.0006,0.0,14.4,12.5,10.6
7,0.31,0.8,0.68,0.9929,0.1,14.5,10.2,6.0
8,0.25,0.92,0.37,1.0042,0.0,11.3,9.3,7.3
7,0.64,0.85,1.0,1.0133,3.0,13.0,11.2,9.3
5,1.39,0.83,0.0,1.0132,8.4,14.0,11.1,8.2
4,1.06,0.82,0.06,1.0123,4.2,11.8,10.0,8.1
6,0.57,0.8,0.65,1.0042,1.9,9.6,7.7,5.8
5,1.25,0.68,0.34,1.0123,6.9,10.2,7.4,4.6
7,0.2,0.94,2.87,1.0095,0.0,8.6,7.0,5.5
8,0.67,0.94,0.0,1.0172,1.2,10.2,8.7,7.2
3,1.03,0.9,0.0,1.0208,4.4,12.2,9.7,7.2
6,1.14,0.92,0.0,1.0207,3.8,9.6,7.4,5.2
8,0.2,0.95,0.09,1.0172,0.0,9.6,8.4,7.2
6,0.37,0.9,0.43,1.01,2.2,12.6,10.3,8.0
4,0.82,0.79,0.0,1.0087,5.0,14.0,10.5,7.0
6,0.75,0.86,0.0,1.011,4.4,14.3,11.0,7.6
7,0.69,0.88,2.42,1.0085,3.6,13.8,10.3,6.8
3,1.23,0.72,0.0,1.0165,8.2,10.0,7.0,4.0
3,1.07,0.78,0.0,1.0212,7.3,9.6,6.1,2.6
7,0.13,0.86,0.34,1.0099,0.1,7.0,6.0,5.0
8,0.18,0.92,1.08,1.001,0.0,9.0,7.7,6.4
6,0.68,0.88,0.01,1.0044,3.3,12.7,10.0,7.2
4,0.98,0.83,0.0,1.017,6.2,12.0,9.0,5.9
8,0.2,0.95,0.15,1.0187,0.0,10.0,8.5,7.0
6,0.74,0.81,0.0,1.0197,5.3,12.0,8.8,5.5
5,0.92,0.64,0.0,1.0209,6.5,14.2,9.8,5.5
2,1.07,0.66,0.0,1.0205,8.7,14.2,10.7,7.2
5,0.55,0.76,0.0,1.0132,5.3,16.0,10.8,5.5
7,0.84,0.62,0.0,1.013,4.2,9.6,7.3,5.0
7,0.19,0.71,0.45,1.008,0.0,6.2,2.5,-1.2
2,0.96,0.64,0.05,1.0151,5.3,7.4,3.5,-0.4
0,1.15,0.72,0.0,1.0235,8.1,7.8,3.6,-0.6
4,0.86,0.8,0.02,1.0235,5.5,6.2,3.2,0.3
8,0.22,0.93,0.12,1.0212,0.0,7.0,5.2,3.5
8,0.39,0.9,0.0,1.0234,0.0,7.5,5.8,4.0
7,0.28,0.91,0.0,1.0258,0.0,7.8,6.2,4.7
8,0.22,0.91,0.05,1.0256,0.0,9.4,7.5,5.6
6,0.31,0.9,0.24,1.0228,1.0,11.2,8.6,5.9
3,0.99,0.72,0.0,1.0283,6.1,9.2,5.1,1.0
4,1.02,0.64,0.0,1.0253,7.8,11.0,5.8,0.5
2,0.96,0.75,0.69,1.0132,7.0,7.6,3.3,-1.0
8,0.17,0.92,1.01,0.9984,0.0,9.0,6.2,3.4
8,0.17,0.94,1.25,0.9969,0.0,13.2,11.1,9.0
6,0.72,0.86,0.36,1.0009,3.5,12.8,9.7,6.6
7,0.44,0.86,0.03,1.0037,2.5,9.7,8.2,6.6
5,0.74,0.82,0.0,1.0139,5.3,9.3,6.6,4.0
8,0.2,0.9,0.64,1.018,0.0,10.0,7.4,4.9
7,0.28,0.87,0.62,1.0129,0.6,11.6,9.0,6.4
4,0.95,0.73,0.0,1.0274,8.7,11.8,9.0,6.2
6,0.6,0.86,0.0,1.0327,0.7,9.4,7.0,4.6
6,0.55,0.9,0.44,1.0305,2.7,8.1,6.8,5.6
4,0.96,0.74,0.02,1.0253,6.5,11.6,8.6,5.6
1,1.05,0.6,0.0,1.0255,8.5,10.2,7.2,4.2
6,0.62,0.81,0.09,1.0198,1.7,7.0,4.5,2.0
8,0.14,0.91,0.0,1.0129,0.0,8.0,6.5,5.0
8,0.25,0.87,0.2,1.0117,0.0,10.5,8.7,6.9
8,0.23,0.88,0.51,1.0116,0.0,9.0,7.5,6.0
3,1.09,0.69,0.0,1.0197,8.7,8.6,5.6,2.5
5,0.33,0.8,0.0,1.0209,0.0,10.4,7.7,5.0
5,0.6,0.89,0.0,1.0232,3.7,14.4,11.2,8.1
7,0.21,0.92,0.0,1.0216,0.0,11.6,10.3,9.0
2,0.95,0.83,0.0,1.0232,8.1,12.0,8.2,4.3
5,0.63,0.85,0.0,1.0271,3.3,7.5,5.0,2.4
8,0.31,0.86,0.0,1.0281,0.0,6.5,5.4,4.2
1,1.06,0.78,0.0,1.0294,7.3,12.5,7.2,2.0
2,1.0,0.65,0.0,1.0286,7.0,12.2,8.8,5.5
8,0.31,0.76,0.0,1.0247,0.0,10.8,8.4,6.0
7,0.44,0.74,0.09,1.0211,0.0,11.2,9.1,7.0
8,0.23,0.83,0.52,1.0155,0.0,11.2,9.5,7.8
5,0.84,0.83,0.0,1.0163,5.8,9.4,7.0,4.7
3,1.22,0.64,0.0,1.0263,8.7,9.5,6.4,3.2
3,0.94,0.79,0.0,1.0301,5.7,8.4,4.6,0.9
4,1.08,0.86,0.0,1.0266,7.0,13.0,8.2,3.4
4,1.12,0.77,0.0,1.029,7.4,10.2,6.6,2.9
6,0.65,0.86,0.0,1.0259,0.3,8.2,5.2,2.2
5,1.27,0.79,0.0,1.0226,8.2,13.4,10.0,6.7
3,1.22,0.65,0.0,1.0247,5.5,15.5,11.4,7.4
0,1.2,0.56,0.0,1.0262,9.2,14.0,8.3,2.6
0,1.13,0.66,0.0,1.0193,9.2,13.8,8.2,2.6
5,0.34,0.87,0.28,1.0148,0.7,6.7,4.5,2.3
7,0.7,0.82,0.0,1.0155,2.8,8.0,5.4,2.8
6,0.51,0.7,0.0,1.0161,2.3,5.8,3.0,0.2
8,0.32,0.85,0.84,1.015,0.0,5.6,2.7,-0.2
8,0.35,0.86,0.06,1.0119,0.0,7.6,4.4,1.3
7,0.39,0.78,0.63,1.0064,0.0,9.8,7.2,4.6
6,0.38,0.89,0.17,1.0135,0.7,7.8,6.0,4.2
7,0.65,0.78,0.0,1.0109,2.2,9.7,6.2,2.7
8,0.4,0.82,0.16,1.0049,0.2,9.0,6.8,4.6
6,0.81,0.79,0.4,1.007,5.3,9.8,7.8,5.8
7,0.19,0.94,2.95,1.002,0.0,8.8,7.8,6.8
8,0.69,0.92,0.31,1.0003,2.1,10.6,8.8,7.0
8,0.69,0.84,0.22,1.006,0.9,11.0,9.1,7.2
5,1.02,0.74,0.0,1.0154,4.8,12.0,9.2,6.3
5,0.82,0.8,0.0,1.0203,5.4,11.0,8.1,5.2
1,1.4,0.78,0.0,1.0272,9.4,13.0,8.3,3.6
3,1.31,0.6,0.0,1.0243,7.6,12.3,8.0,3.6
8,0.25,0.74,0.07,1.0283,0.0,7.8,6.0,4.1
6,1.31,0.7,0.0,1.0287,4.6,13.1,8.6,4.0
7,0.35,0.84,0.0,1.0311,0.0,13.0,10.2,7.4
6,0.49,0.84,0.0,1.0318,2.5,13.0,10.0,7.0
3,1.38,0.76,0.0,1.0317,7.3,14.4,11.0,7.6
1,1.59,0.69,0.0,1.0317,9.8,19.2,12.9,6.6
3,1.58,0.66,0.0,1.0302,10.0,19.0,13.5,8.0
1,1.54,0.66,0.0,1.0269,9.4,19.6,13.4,7.3
0,1.58,0.64,0.0,1.0267,9.8,20.1,14.8,9.4
2,1.42,0.76,0.0,1.0309,9.2,17.5,13.4,9.3
5,1.58,0.57,0.0,1.0292,8.4,16.4,11.8,7.2
4,1.45,0.64,0.0,1.0247,7.3,15.8,11.2,6.5
6,0.75,0.82,0.19,1.0237,2.1,11.6,9.5,7.4
2,1.91,0.64,0.0,1.0337,10.5,11.7,8.2,4.6
2,1.87,0.62,0.0,1.0358,9.5,11.7,7.1,2.5
0,1.93,0.58,0.0,1.0316,10.5,13.8,8.0,2.2
0,1.89,0.56,0.0,1.0301,10.7,14.6,9.6,4.5
0,1.78,0.56,0.0,1.0317,10.4,16.0,10.0,4.0
0,1.87,0.56,0.0,1.0298,10.5,16.6,11.5,6.4
1,1.75,0.63,0.0,1.0225,9.8,16.2,10.6,5.0
0,1.91,0.65,0.0,1.0219,9.6,16.7,10.9,5.1
3,1.82,0.67,0.0,1.0249,9.0,16.0,10.0,4.0
3,1.77,0.67,0.0,1.0252,8.2,18.4,12.2,6.0
7,1.01,0.58,0.0,1.0227,1.2,16.2,12.3,8.4
3,1.94,0.58,0.0,1.0242,9.1,20.6,14.5,8.4
1,1.84,0.58,0.0,1.0274,9.8,20.8,14.6,8.4
3,1.92,0.6,0.0,1.0262,7.9,21.6,14.9,8.2
6,1.66,0.5,0.0,1.0233,6.4,22.5,17.2,12.0
2,2.18,0.55,0.0,1.0224,10.0,17.2,13.3,9.4
3,2.1,0.55,0.0,1.0276,9.4,15.7,11.2,6.7
5,1.32,0.59,0.0,1.0204,6.2,15.0,10.4,5.8
5,2.3,0.52,0.0,1.0229,9.3,11.8,8.6,5.4
5,1.29,0.6,0.0,1.0247,5.2,11.8,7.8,3.9
0,2.3,0.62,0.0,1.0258,10.4,14.0,7.6,1.3
0,2.36,0.56,0.0,1.0251,10.5,17.0,10.5,4.0
0,2.32,0.6,0.0,1.0233,10.2,22.0,14.2,6.4
0,2.3,0.46,0.0,1.0249,10.4,22.0,14.4,6.8
3,2.22,0.44,0.0,1.0247,9.1,22.2,16.1,10.0
0,2.46,0.42,0.0,1.0288,11.0,21.6,16.4,11.2
0,2.37,0.4,0.0,1.0246,10.6,22.5,15.4,8.2
0,2.38,0.44,0.0,1.0189,10.9,22.8,15.8,8.8
4,2.09,0.52,0.0,1.018,7.7,21.2,15.1,9.0
4,2.03,0.72,0.0,1.0182,7.4,19.6,13.7,7.8
0,2.57,0.45,0.0,1.0209,10.6,21.2,14.1,7.0
0,2.4,0.46,0.0,1.0226,10.4,21.0,13.4,5.8
2,2.33,0.49,0.0,1.019,10.0,21.0,14.3,7.6
4,1.98,0.5,0.01,1.0169,7.6,20.8,15.8,10.8
8,0.88,0.72,1.15,1.0127,1.4,19.4,15.8,12.2
8,0.41,0.84,0.8,1.0086,0.0,15.4,12.4,9.5
4,2.25,0.77,0.0,1.0146,8.5,18.0,13.8,9.5
5,1.28,0.84,0.14,1.0165,4.5,13.9,11.0,8.0
7,1.94,0.81,0.0,1.0198,7.0,16.0,11.0,6.1
8,1.14,0.81,0.0,1.0163,2.4,15.0,12.3,9.6
7,1.15,0.74,0.16,1.0093,3.9,17.4,14.4,11.4
5,2.56,0.73,0.0,1.0113,9.8,14.2,10.7,7.2
6,2.1,0.64,0.26,1.0136,6.3,14.2,10.2,6.2
6,2.31,0.68,0.1,1.0166,6.8,14.6,9.9,5.2
6,2.53,0.61,0.0,1.0097,7.3,16.5,12.2,8.0
3,2.47,0.52,0.0,1.012,9.2,14.4,10.2,6.0
4,1.36,0.61,0.24,1.0046,5.7,11.2,7.7,4.2
7,1.6,0.67,0.04,1.0031,5.8,11.0,7.0,3.0
5,2.07,0.62,0.0,1.0099,7.4,9.7,5.8,2.0
3,2.53,0.51,0.0,1.0184,9.9,12.4,7.5,2.6
4,2.41,0.52,0.0,1.0154,10.3,12.4,7.9,3.4
8,0.9,0.66,0.59,1.0068,0.0,10.4,7.0,3.5
5,2.19,0.81,0.01,1.0061,7.1,12.3,8.2,4.2
8,1.03,0.81,0.35,1.0075,0.2,10.0,7.6,5.2
5,2.09,0.66,0.0,1.0097,8.4,14.0,9.6,5.3
4,2.9,0.58,0.0,1.0138,11.4,14.8,9.2,3.5
6,2.54,0.66,0.0,1.0127,7.7,16.5,11.2,5.8
6,2.2,0.64,0.0,1.0154,6.8,19.0,13.6,8.2
1,2.98,0.6,0.0,1.0124,11.0,24.2,16.5,8.8
7,1.54,0.65,0.06,1.0105,4.0,16.6,13.0,9.4
1,2.95,0.65,0.0,1.0189,11.8,21.2,14.5,7.8
0,2.92,0.66,0.0,1.0216,12.5,24.5,17.0,9.4
4,2.83,0.56,0.0,1.016,11.9,26.2,19.9,13.6
6,1.55,0.66,0.17,1.0089,4.3,17.6,12.7,7.8
4,2.87,0.52,0.0,1.0129,10.5,15.6,11.1,6.6
7,1.88,0.69,0.58,1.0113,6.2,15.7,11.2,6.6
6,1.94,0.67,0.27,1.0029,9.0,15.8,11.7,7.6
7,1.34,0.66,0.07,1.0077,6.1,13.4,9.8,6.2
7,2.06,0.82,0.17,1.0098,6.5,15.3,10.3,5.3
4,2.58,0.6,0.38,1.01,9.2,17.2,12.4,7.5
5,1.93,0.7,0.0,1.0099,8.2,14.0,10.5,7.0
8,1.56,0.66,0.0,1.0119,2.7,14.6,11.0,7.4
2,3.15,0.56,0.0,1.0148,12.0,19.0,11.9,4.8
0,3.01,0.58,0.0,1.0153,12.7,21.7,13.8,5.8
2,3.14,0.45,0.0,1.0144,12.6,25.0,17.7,10.4
5,2.42,0.51,0.0,1.0176,8.0,25.0,18.6,12.2
4,3.09,0.54,0.0,1.0168,11.9,25.8,18.7,11.6
8,1.47,0.55,1.3,1.0117,3.0,20.2,17.6,15.0
7,1.78,0.73,0.11,1.0132,6.6,16.4,13.6,10.8
5,2.12,0.72,0.11,1.0145,7.6,18.0,14.1,10.2
7,1.39,0.81,0.83,1.0153,1.8,18.6,15.2,11.8
7,1.63,0.81,0.99,1.0148,2.6,18.4,14.2,10.1
5,2.34,0.86,1.5,1.015,6.5,25.0,18.5,12.0
2,2.87,0.77,0.1,1.0133,11.4,24.0,17.9,11.8
0,3.0,0.52,0.0,1.0139,12.5,25.5,19.0,12.5
1,3.15,0.48,0.0,1.0158,12.5,27.2,20.9,14.6
7,2.12,0.72,1.04,1.0164,5.3,24.0,19.0,14.0
5,2.59,0.73,0.25,1.0143,9.3,22.0,17.5,13.0
6,2.69,0.72,0.03,1.0155,10.8,22.5,17.2,12.0
7,1.85,0.68,0.26,1.0158,4.9,23.6,18.8,14.1
5,2.53,0.73,0.76,1.0124,10.9,24.2,19.4,14.5
7,1.14,0.77,0.44,1.0107,0.5,19.3,16.0,12.6
6,2.77,0.7,0.31,1.0106,9.5,21.7,16.6,11.5
4,2.42,0.73,1.01,1.0099,9.4,22.0,16.8,11.6
7,2.4,0.79,0.33,1.0065,5.9,21.0,15.7,10.4
5,3.04,0.57,0.03,1.0109,9.1,17.2,13.7,10.2
8,1.04,0.76,1.0,1.0102,0.5,16.2,13.7,11.2
5,2.05,0.76,0.0,1.012,10.0,15.2,12.0,8.8
7,2.29,0.71,0.38,1.0138,7.4,18.5,14.0,9.5
7,2.55,0.74,0.0,1.0111,9.3,22.2,17.4,12.6
4,2.77,0.64,0.0,1.0134,12.0,21.8,17.1,12.4
5,3.05,0.58,0.0,1.0107,10.4,25.5,19.2,13.0
6,2.24,0.68,1.96,1.0106,7.1,24.0,19.8,15.6
7,1.8,0.84,0.08,1.0089,2.2,21.6,17.6,13.5
4,1.54,0.66,0.0,1.0136,12.3,23.0,18.5,14.0
4,3.2,0.66,0.0,1.0154,11.0,25.4,20.6,15.9
4,3.03,0.52,0.0,1.0181,12.9,27.0,21.2,15.4
0,3.28,0.51,0.0,1.0152,13.0,30.5,24.0,17.6
1,3.3,0.55,0.0,1.0107,13.2,27.0,20.5,14.0
1,3.32,0.5,0.0,1.0169,13.3,22.5,17.2,12.0
0,3.34,0.46,0.0,1.0236,13.7,22.0,15.5,9.0
0,3.31,0.46,0.0,1.0172,13.2,27.2,20.5,13.8
1,3.33,0.45,0.0,1.0129,13.0,27.6,21.8,16.0
4,3.3,0.48,0.0,1.0141,11.3,24.4,19.7,15.0
4,3.07,0.5,0.0,1.02,12.7,25.0,19.1,13.2
0,3.26,0.44,0.0,1.0225,12.8,28.0,21.6,15.2
0,3.28,0.4,0.0,1.0208,13.4,31.0,24.0,17.0
0,3.35,0.37,0.0,1.0177,13.5,32.6,26.1,19.6
0,3.37,0.31,0.0,1.0171,13.4,32.8,25.9,19.0
7,2.74,0.4,0.0,1.0197,7.5,31.0,25.9,20.8
0,2.52,0.4,0.0,1.0175,13.1,33.3,26.9,20.5
0,3.31,0.36,0.0,1.0144,13.3,33.6,26.8,20.0
1,3.34,0.38,0.0,1.0111,12.9,32.5,26.2,20.0
2,2.79,0.45,0.0,1.0093,12.9,30.5,25.0,19.5
1,3.28,0.44,0.0,1.0103,13.3,31.2,24.6,18.0
0,3.34,0.38,0.0,1.0106,12.9,32.5,25.4,18.4
0,2.86,0.34,0.0,1.0122,13.3,33.7,27.2,20.8
4,3.33,0.42,0.0,1.0116,12.1,33.2,27.0,20.8
2,2.93,0.48,0.0,1.008,9.9,34.0,27.8,21.5
5,2.81,0.59,0.0,1.0075,10.4,26.0,22.7,19.4
2,2.94,0.53,0.0,1.0118,11.1,25.6,20.7,15.8
0,3.03,0.5,0.0,1.0168,13.5,26.0,20.0,14.0
0,3.35,0.43,0.0,1.0175,13.3,30.0,23.5,17.0
0,1.89,0.42,0.0,1.0156,13.0,33.2,26.0,18.8
0,3.28,0.4,0.0,1.0093,13.1,32.4,26.7,21.0
2,3.29,0.5,0.0,1.0113,12.6,27.5,21.6,15.6
0,3.22,0.46,0.0,1.0149,13.0,28.2,21.9,15.6
0,1.89,0.42,0.0,1.0142,13.3,31.2,23.8,16.5
0,3.27,0.34,0.0,1.0142,13.3,33.2,26.3,19.4
1,3.3,0.37,0.0,1.013,13.0,33.8,27.4,21.0
0,3.26,0.4,0.0,1.0117,13.1,34.5,28.2,21.8
6,2.77,0.37,0.0,1.0087,10.4,35.4,28.6,21.8
0,2.9,0.46,0.0,1.0114,13.0,29.6,24.1,18.6
0,3.25,0.38,0.0,1.0146,13.2,30.0,23.2,16.5
