BASEL_cloud_cover,BASEL_global_radiation,BASEL_humidity,BASEL_precipitation,BASEL_pressure,BASEL_sunshine,BASEL_temp_max,BASEL_temp_mean,BASEL_temp_min
5,2.07,0.78,0.31,1.0166,6.7,21.7,16.1,11.0
6,1.89,0.75,0.04,1.0176,4.2,23.5,18.4,14.9
7,2.16,0.72,0.0,1.0167,5.0,24.7,19.4,15.9
7,2.16,0.73,0.25,1.016,5.3,22.6,17.8,13.5
6,1.54,0.69,0.0,1.0197,3.0,18.3,13.4,10.0
8,0.68,0.71,0.38,1.0185,0.0,17.4,14.4,9.7
7,2.06,0.71,0.01,1.0185,3.3,20.5,16.8,13.5
5,2.61,0.66,1.21,1.0145,7.5,24.8,19.6,15.5
5,1.79,0.76,1.11,1.0134,4.7,22.0,17.8,14.7
4,2.58,0.64,0.0,1.0182,8.5,23.0,17.5,12.4
6,1.08,0.76,0.02,1.0174,1.8,20.0,17.6,15.4
8,0.47,0.8,0.04,1.0163,0.0,19.7,16.8,14.6
7,1.9,0.72,0.0,1.0147,3.0,23.5,19.7,16.8
8,1.02,0.76,0.98,1.0161,0.4,19.0,16.5,13.3
5,2.2,0.67,0.02,1.0198,8.5,17.1,12.9,8.3
4,2.46,0.62,0.0,1.0154,8.0,18.3,12.8,7.5
6,1.74,0.67,0.02,1.0141,4.8,19.4,14.0,10.6
6,2.34,0.66,0.11,1.0174,9.3,23.2,16.7,11.0
7,1.33,0.77,0.21,1.0169,3.4,21.8,16.0,12.3
6,2.4,0.68,0.0,1.0189,8.2,21.9,16.6,11.9
4,2.55,0.66,0.0,1.0182,11.7,23.3,17.2,10.4
5,1.74,0.66,0.0,1.0173,3.4,23.6,18.7,14.4
2,2.57,0.66,0.0,1.0159,12.8,27.9,20.7,13.4
5,2.12,0.66,0.0,1.0138,6.8,28.6,23.2,17.3
6,2.2,0.61,0.0,1.018,7.7,25.1,21.0,13.6
0,2.68,0.63,0.0,1.0193,13.2,27.9,19.7,12.7
4,2.1,0.68,1.35,1.0141,8.2,29.5,21.9,14.2
7,1.23,0.8,0.0,1.0174,1.6,24.3,20.0,18.2
4,2.28,0.7,0.0,1.0204,8.5,26.4,21.2,16.4
3,2.5,0.72,0.0,1.0198,12.5,26.9,20.6,13.9
1,2.49,0.67,0.0,1.016,12.8,30.3,22.1,15.2
1,2.37,0.65,0.0,1.0108,12.1,31.3,23.7,16.6
8,0.77,0.88,3.16,1.0115,1.0,22.6,19.4,17.2
6,0.73,0.88,0.71,1.0067,0.9,19.9,17.8,15.3
8,1.1,0.74,0.08,1.0108,1.3,19.0,15.6,13.7
8,1.21,0.7,0.05,1.0132,2.2,21.2,15.9,12.6
7,0.94,0.82,0.43,1.0163,1.7,19.5,15.1,12.9
6,1.95,0.75,0.0,1.0245,5.8,20.3,15.2,11.5
3,2.31,0.74,0.0,1.0245,10.3,22.9,16.6,10.9
2,2.34,0.74,0.0,1.0202,12.3,25.4,18.5,11.9
6,2.22,0.79,0.0,1.0169,10.5,25.5,19.0,13.7
7,1.5,0.8,0.05,1.0154,4.3,26.4,19.9,16.3
4,1.9,0.76,0.0,1.0175,7.8,25.0,19.7,15.8
4,2.06,0.73,0.31,1.0156,9.8,24.9,19.5,15.6
7,1.42,0.82,1.49,1.0163,4.9,23.0,18.7,16.3
7,0.96,0.83,0.98,1.016,1.1,22.1,17.7,14.1
6,1.94,0.74,0.0,1.0223,7.2,20.8,16.1,13.0
5,1.57,0.69,0.08,1.0213,3.6,24.1,18.2,12.3
7,1.08,0.81,0.07,1.0202,1.6,20.4,17.3,15.3
4,1.78,0.75,0.0,1.0205,6.6,21.5,16.4,11.6
6,2.01,0.7,0.0,1.0202,9.7,21.7,16.7,12.2
7,1.14,0.77,0.01,1.021,2.4,22.9,17.8,15.1
6,1.53,0.75,0.0,1.0184,5.4,27.7,19.3,13.8
2,1.92,0.69,0.0,1.0191,11.1,28.9,21.4,15.6
5,1.78,0.65,0.0,1.0199,9.9,29.1,22.0,16.0
3,1.58,0.79,0.0,1.0235,6.7,24.0,18.4,14.2
3,1.74,0.75,0.0,1.0223,9.2,28.6,20.0,13.3
1,1.8,0.73,0.0,1.0226,10.6,30.8,22.4,16.7
5,1.79,0.68,0.0,1.0226,9.4,29.8,22.2,16.3
7,1.16,0.76,0.0,1.0202,2.6,27.1,20.8,17.0
4,1.73,0.7,0.0,1.0171,9.2,28.5,21.3,15.8
3,1.79,0.66,0.0,1.0157,10.3,29.2,21.2,15.6
7,1.46,0.7,0.0,1.0168,5.8,26.3,20.6,15.7
7,0.67,0.82,0.43,1.0136,0.4,20.9,18.1,14.4
5,1.09,0.75,0.03,1.0118,3.9,19.8,15.4,13.2
6,0.65,0.87,4.96,1.009,0.1,17.1,13.5,11.0
8,0.16,0.94,4.32,1.006,0.0,13.5,12.1,9.8
7,0.91,0.8,0.1,1.0186,1.2,14.4,11.0,8.5
6,1.19,0.78,0.0,1.0236,3.0,13.0,9.2,6.0
4,1.39,0.73,0.0,1.0242,5.6,14.9,8.0,3.8
3,1.66,0.7,0.0,1.0231,8.9,15.3,8.5,2.9
5,1.56,0.73,0.0,1.0252,9.3,13.7,9.0,4.8
5,1.24,0.74,0.0,1.0257,5.2,13.8,9.5,5.4
7,0.96,0.74,0.01,1.0234,3.2,16.6,11.6,9.1
7,0.82,0.8,0.0,1.0183,1.7,17.4,13.4,10.5
7,0.96,0.81,0.0,1.0094,2.1,19.3,14.1,10.2
4,1.0,0.78,0.01,1.0084,4.2,19.3,14.0,9.9
6,1.07,0.7,0.01,1.0107,2.1,17.5,14.1,11.4
6,1.09,0.52,0.08,1.0064,4.5,18.4,14.0,8.2
4,1.45,0.64,0.0,1.0141,10.5,17.3,12.2,7.1
4,1.09,0.74,0.0,1.0015,6.2,21.0,12.7,5.1
8,0.31,0.86,2.27,1.0044,0.3,13.1,11.0,8.4
8,0.38,0.9,0.7,1.0091,0.2,10.1,7.7,5.7
7,0.72,0.83,0.55,1.0107,1.8,15.6,10.0,6.0
8,0.73,0.86,0.41,1.0096,0.9,14.6,11.3,9.5
7,0.39,0.78,0.03,1.0008,0.2,16.6,14.0,10.5
7,0.8,0.79,0.37,1.0087,2.7,18.5,13.2,10.3
5,0.79,0.84,0.04,1.0225,3.5,15.8,11.3,8.2
4,1.22,0.79,0.0,1.0231,6.8,15.5,10.8,6.9
2,1.23,0.81,0.0,1.0192,6.9,13.6,9.4,6.7
4,1.15,0.82,0.0,1.0159,6.5,14.8,9.5,5.2
8,0.47,0.86,0.72,1.0171,0.4,15.6,11.5,8.8
6,0.77,0.86,0.06,1.0202,3.4,14.4,10.4,8.0
8,0.34,0.92,0.32,1.018,0.0,10.5,9.2,7.9
8,0.69,0.81,0.0,1.0236,1.5,13.2,10.6,8.6
8,0.2,0.92,1.34,1.0272,0.0,10.0,8.9,8.2
8,0.35,0.92,0.25,1.0244,0.0,12.4,10.2,8.1
5,0.73,0.85,0.0,1.0195,0.6,14.8,11.4,9.9
7,0.62,0.85,0.0,1.0192,1.8,15.5,12.1,9.7
8,0.42,0.9,0.0,1.0178,0.0,14.3,12.0,10.7
6,0.74,0.86,0.0,1.0181,4.3,15.6,12.0,10.2
5,0.82,0.84,0.0,1.0198,4.5,14.8,11.5,9.3
7,0.52,0.85,0.0,1.021,0.2,15.6,12.1,9.3
7,0.59,0.87,0.04,1.0237,1.2,13.3,10.7,9.0
7,0.31,0.82,0.0,1.0277,0.0,12.0,9.3,6.6
3,0.77,0.81,0.0,1.0331,4.7,8.6,6.3,4.5
3,0.7,0.77,0.0,1.0357,3.8,8.3,5.4,3.0
0,0.93,0.83,0.0,1.0339,7.7,10.5,4.8,-0.3
5,0.91,0.85,0.0,1.0268,7.3,9.2,4.3,1.8
6,0.89,0.8,0.42,1.0192,6.7,12.0,6.2,1.9
8,0.35,0.89,0.0,1.0122,0.0,11.5,8.8,6.5
8,0.13,0.9,0.17,1.0117,0.0,10.3,8.8,7.3
4,0.65,0.8,0.0,1.0165,4.9,12.4,8.5,4.1
6,0.14,0.68,0.58,1.006,0.0,16.0,9.0,3.4
8,0.14,0.75,0.88,1.001,0.0,13.3,9.4,5.9
6,0.52,0.73,0.0,1.0113,1.9,9.0,6.0,2.5
5,0.49,0.77,0.49,1.019,2.4,8.6,4.9,2.4
8,0.32,0.84,0.37,1.0186,0.1,14.2,9.7,4.9
6,0.38,0.71,0.02,1.0304,1.1,10.9,9.2,7.5
3,0.59,0.75,0.0,1.0356,4.7,11.7,7.9,3.5
6,0.35,0.86,0.23,1.0296,0.0,9.8,5.0,1.9
8,0.33,0.77,0.25,1.0202,0.5,9.7,6.6,4.6
8,0.22,0.86,0.07,1.02,0.4,7.3,5.7,4.5
8,0.24,0.86,0.23,1.0099,0.0,6.7,5.2,4.1
7,0.42,0.85,0.0,0.9969,0.9,7.5,4.6,1.4
8,0.18,0.91,0.19,0.9922,0.0,3.2,2.4,1.2
3,0.66,0.84,0.0,0.9958,6.2,7.5,3.5,0.7
3,0.64,0.9,0.0,1.0048,6.8,4.3,1.3,-1.0
8,0.2,0.9,0.0,1.0138,0.0,3.1,2.2,1.0
8,0.2,0.89,0.27,1.0208,0.0,3.6,2.6,1.9
8,0.2,0.92,0.0,1.024,0.0,3.3,2.6,2.0
8,0.2,0.9,0.0,1.0255,0.0,3.1,2.5,2.1
8,0.19,0.88,0.0,1.0254,0.0,4.6,2.8,2.1
8,0.19,0.71,0.0,1.0271,0.0,4.5,3.3,2.6
5,0.52,0.69,0.0,1.0259,1.9,4.1,2.5,1.4
5,0.4,0.77,0.0,1.0198,2.0,4.4,1.7,-0.2
8,0.19,0.9,0.42,1.0129,0.0,3.8,1.8,0.4
8,0.14,0.93,1.19,1.0089,0.0,7.1,4.7,1.6
8,0.18,0.94,0.2,1.0162,0.0,7.1,2.8,-0.2
8,0.18,0.73,0.0,1.0188,0.0,0.7,-0.3,-1.9
8,0.18,0.68,0.0,1.0189,0.0,-1.9,-3.7,-5.5
5,0.18,0.78,0.0,1.0218,0.0,-3.3,-5.0,-7.3
0,0.52,0.79,0.0,1.0198,6.1,1.1,-3.2,-8.0
8,0.15,0.81,0.0,1.0185,0.0,0.7,-1.2,-4.0
1,0.49,0.78,0.0,1.0144,4.6,1.4,-1.8,-6.2
8,0.12,0.81,0.24,1.0085,0.0,1.6,-0.2,-1.9
5,0.13,0.93,0.22,1.0119,0.0,4.0,2.3,0.0
8,0.17,0.89,1.11,1.0136,0.0,11.7,6.5,2.6
8,0.13,0.78,0.27,1.0187,0.0,12.5,11.1,9.5
8,0.24,0.9,0.79,1.0177,0.1,14.3,12.7,10.0
8,0.15,0.82,0.02,1.0234,0.0,12.8,9.8,5.9
7,0.16,0.85,0.0,1.0305,0.0,9.1,7.3,5.5
6,0.31,0.93,0.0,1.0314,0.6,6.1,3.5,1.6
8,0.17,0.94,0.0,1.0331,0.0,4.2,2.8,1.2
7,0.39,0.88,0.0,1.0293,2.7,7.7,4.2,0.8
3,0.52,0.88,0.0,1.0265,5.0,5.2,2.0,-0.5
8,0.16,0.9,0.0,1.0258,0.0,5.0,3.1,0.2
8,0.18,0.9,0.0,1.0334,0.0,7.9,6.2,4.2
5,0.48,0.85,0.0,1.0349,4.9,9.4,5.1,2.5
5,0.59,0.83,0.0,1.0356,6.7,11.1,5.3,1.7
4,0.52,0.88,0.0,1.0352,5.2,8.4,3.3,1.0
7,0.48,0.8,0.0,1.0281,3.4,10.3,4.5,0.8
5,0.26,0.8,0.02,1.0145,1.3,6.7,4.8,1.0
6,0.21,0.82,0.18,1.0159,1.0,9.0,5.9,3.4
8,0.33,0.7,0.28,1.0079,1.1,16.0,10.7,4.7
7,0.28,0.67,0.52,1.0048,1.2,10.0,7.8,4.2
8,0.18,0.7,0.72,1.0085,0.0,11.7,8.6,5.4
5,0.56,0.61,0.0,1.0107,5.0,16.1,11.2,6.7
6,0.16,0.76,0.25,1.0097,0.0,11.1,6.8,4.9
5,0.31,0.8,0.38,1.0188,2.2,7.7,4.3,1.6
3,0.42,0.81,0.0,1.0302,3.6,4.8,2.5,0.2
5,0.44,0.77,0.0,1.0308,2.1,4.0,1.6,-0.4
7,0.39,0.69,0.0,1.0263,1.6,7.6,4.5,2.6
5,0.22,0.86,0.03,1.0254,0.7,7.0,4.3,0.2
3,0.52,0.87,0.0,1.0236,4.5,3.7,1.0,-0.9
1,0.61,0.79,0.0,1.0166,7.2,4.7,1.9,0.0
8,0.26,0.83,0.0,1.0166,0.4,6.3,3.0,1.3
3,0.49,0.86,0.0,1.0188,3.9,8.3,3.5,1.0
7,0.41,0.79,0.0,1.0253,0.6,8.4,4.9,1.8
7,0.21,0.9,0.44,1.0259,0.0,5.5,4.3,2.5
8,0.33,0.9,0.0,1.0224,0.4,6.9,4.7,1.8
2,0.65,0.85,0.0,1.0161,6.0,6.2,3.5,2.2
0,0.67,0.86,0.0,1.0139,6.7,5.5,2.4,0.7
6,0.35,0.82,0.05,1.0158,0.6,5.9,3.8,2.5
3,0.21,0.76,0.17,1.0101,0.3,9.6,3.4,-0.4
7,0.51,0.68,0.01,1.0192,2.4,4.8,2.8,1.0
8,0.2,0.76,0.43,1.0071,0.0,10.6,6.3,2.5
8,0.33,0.7,0.17,0.9988,1.6,11.2,8.7,6.2
7,0.58,0.62,0.3,1.0052,2.4,12.4,8.9,6.2
7,0.56,0.79,0.0,1.0115,0.9,11.4,7.7,4.5
8,0.13,0.82,1.02,1.0064,0.0,8.4,7.4,6.3
6,0.19,0.74,0.27,0.9919,0.3,11.1,6.6,4.7
7,0.45,0.79,0.39,0.996,0.6,6.1,4.3,2.3
7,0.42,0.77,0.05,1.0114,0.9,4.7,2.8,0.3
8,0.42,0.74,0.33,1.0077,0.0,12.7,4.8,0.1
8,0.45,0.61,0.01,1.0101,1.2,9.2,7.3,4.6
5,0.13,0.72,0.0,1.0144,0.1,9.8,6.9,2.7
6,0.36,0.63,0.0,1.0099,0.6,10.3,5.7,0.7
7,0.22,0.69,0.63,1.0066,0.2,11.6,7.8,4.6
8,0.18,0.71,1.12,1.0042,0.0,12.8,7.7,4.1
8,0.21,0.9,0.48,1.0128,0.3,4.5,2.9,1.4
7,0.28,0.7,0.67,1.0082,0.0,8.0,3.9,1.2
7,0.34,0.68,0.34,1.0088,0.5,10.7,5.9,1.7
4,0.78,0.65,0.12,1.0124,4.2,6.6,4.1,1.7
8,0.55,0.72,0.38,1.0099,0.8,7.8,5.2,2.7
6,0.18,0.87,0.72,1.0115,0.1,6.3,3.3,1.4
1,1.15,0.77,0.0,1.0296,9.5,6.2,1.8,-1.0
1,1.2,0.58,0.0,1.031,9.7,6.9,2.6,-0.7
1,1.16,0.68,0.0,1.0283,9.3,9.0,3.0,-0.5
1,1.18,0.73,0.0,1.0252,8.9,11.6,3.9,-1.1
4,0.85,0.73,0.0,1.0253,5.4,7.4,2.7,-0.4
3,1.1,0.69,0.0,1.0262,5.8,7.4,2.7,-2.1
6,0.51,0.77,0.02,1.0263,1.7,6.8,3.6,-0.2
7,0.47,0.85,0.0,1.0287,0.2,6.4,2.6,-0.4
0,1.16,0.8,0.0,1.0319,7.1,6.4,1.1,-2.6
0,1.28,0.69,0.0,1.029,9.5,9.2,2.6,-2.7
7,0.71,0.81,0.03,1.0153,1.7,6.4,2.1,-1.9
7,0.57,0.86,0.79,1.0072,1.4,4.2,0.8,-2.0
7,0.69,0.88,0.24,1.0114,0.6,0.8,-0.7,-1.4
8,0.56,0.89,0.23,1.0164,0.0,0.4,-0.7,-1.5
8,0.64,0.87,0.01,1.0185,0.2,2.0,0.2,-1.0
8,0.33,0.84,0.09,1.0157,0.0,1.8,0.7,-0.1
7,0.81,0.78,0.0,1.0039,1.9,3.0,0.9,-0.3
8,1.05,0.71,0.01,1.0051,3.2,2.8,0.5,-0.5
6,1.03,0.73,0.0,1.0162,3.4,4.5,1.1,-0.5
7,1.44,0.65,0.0,1.014,7.6,6.0,1.1,-2.5
8,0.57,0.72,0.24,1.006,0.0,7.0,2.3,-1.7
7,0.4,0.89,0.07,1.0105,0.0,2.9,1.3,-0.1
6,0.3,0.78,0.4,1.018,0.3,4.2,0.3,-2.7
7,0.67,0.83,0.17,1.0138,0.4,5.4,3.3,1.5
5,1.06,0.72,0.01,1.0226,4.7,4.5,1.2,-0.9
5,1.19,0.69,0.0,1.0299,5.6,3.7,-0.3,-3.7
5,1.28,0.66,0.1,1.0298,5.5,6.1,1.0,-4.7
8,0.4,0.82,0.18,1.0278,0.0,5.1,4.1,2.4
8,0.2,0.77,0.05,1.0196,0.0,6.9,5.4,4.5
8,0.46,0.69,0.0,1.0152,0.2,8.4,5.8,4.9
8,0.35,0.65,0.01,1.0131,0.0,7.4,6.3,4.6
7,1.29,0.6,0.02,1.011,4.4,13.8,9.7,5.2
7,1.16,0.68,1.51,0.9975,2.8,12.6,8.9,4.4
8,0.32,0.82,0.66,1.0079,0.0,7.8,6.0,5.0
7,0.42,0.9,0.26,1.0141,1.2,7.1,5.3,3.3
7,0.83,0.84,0.09,1.0208,1.1,8.9,6.0,2.9
7,0.84,0.78,0.25,1.0167,1.9,15.8,10.6,6.3
8,0.52,0.88,1.15,1.0117,0.5,15.8,10.5,7.8
7,1.26,0.7,0.0,1.0177,3.5,11.3,8.2,5.3
8,0.51,0.76,1.42,1.0178,0.1,11.6,7.7,4.8
8,0.4,0.8,0.46,1.0198,0.0,11.2,7.5,4.9
8,1.06,0.73,1.2,1.0112,2.8,13.9,9.6,6.4
8,1.16,0.72,0.31,1.015,3.0,10.5,6.6,2.9
8,0.81,0.77,0.22,1.0199,0.9,7.9,5.4,3.7
7,1.06,0.71,0.04,1.0227,2.0,9.6,6.4,4.5
7,1.34,0.65,0.0,1.0125,2.5,12.8,8.4,4.0
8,0.54,0.75,0.26,1.0038,0.0,8.7,7.2,5.3
8,0.3,0.88,1.25,1.0092,0.0,5.4,4.4,3.3
7,1.73,0.74,0.0,1.0163,6.3,9.6,5.5,2.1
3,2.18,0.64,0.0,1.0171,11.1,13.2,6.8,0.3
7,1.47,0.73,0.0,1.0172,4.3,12.5,6.7,1.2
7,1.25,0.76,0.0,1.0165,0.8,12.1,7.0,2.5
8,0.59,0.83,0.0,1.0151,0.0,10.5,7.2,3.9
8,0.64,0.8,0.0,1.0129,0.0,12.6,9.1,6.8
8,0.77,0.8,0.43,1.0105,0.0,14.0,10.0,4.7
8,0.46,0.84,0.05,1.0134,0.0,13.7,10.8,8.6
8,1.06,0.86,0.66,1.0146,2.0,14.2,9.5,5.0
7,1.21,0.85,0.01,1.0217,4.0,10.9,5.6,2.4
0,2.31,0.68,0.0,1.0186,11.7,18.0,9.9,2.0
8,0.94,0.76,0.34,1.0115,0.5,15.2,11.1,8.4
8,0.43,0.86,0.12,1.0186,0.0,11.5,8.4,5.2
3,2.48,0.52,0.0,1.0235,12.4,14.4,8.5,1.8
5,2.01,0.56,0.0,1.017,7.1,18.6,11.6,3.6
7,1.95,0.62,0.23,1.0101,7.6,22.8,15.3,9.6
6,1.16,0.81,0.09,1.0112,2.5,19.0,13.7,11.0
3,2.22,0.67,0.0,1.0135,8.5,23.3,15.9,9.9
4,2.36,0.6,0.07,1.0085,10.4,24.9,17.1,9.6
7,0.71,0.84,0.21,1.0154,0.5,14.0,11.5,8.5
2,2.33,0.69,0.0,1.0185,10.2,19.0,12.0,6.0
3,2.47,0.63,0.0,1.0155,12.4,20.1,13.0,4.8
3,1.97,0.65,0.0,1.0133,5.9,15.3,10.1,6.4
0,2.68,0.49,0.0,1.012,13.0,15.8,8.5,1.8
0,2.61,0.52,0.0,1.0114,12.7,16.1,8.9,0.6
3,2.15,0.53,0.01,1.0137,8.0,16.5,9.9,2.3
8,0.79,0.84,0.58,1.0159,0.0,11.0,8.7,6.0
8,0.83,0.87,0.24,1.0159,0.0,11.5,9.2,6.6
4,2.53,0.73,0.0,1.0118,9.3,17.6,11.2,5.2
7,1.88,0.74,0.0,1.011,3.8,17.2,12.2,7.2
4,2.56,0.63,0.0,1.0067,8.4,23.2,16.1,9.1
7,1.94,0.76,0.29,1.0071,4.6,18.6,13.6,9.9
6,1.77,0.72,0.4,1.0099,5.4,17.2,12.7,8.9
5,1.66,0.78,0.04,1.0121,4.2,18.0,12.5,7.7
7,1.24,0.74,0.0,1.0152,1.7,19.2,13.7,9.5
0,2.91,0.66,0.0,1.019,13.7,24.5,16.2,7.0
8,1.75,0.68,0.0,1.017,2.4,23.7,17.0,10.7
7,0.96,0.82,1.08,1.0149,1.3,19.4,16.4,12.8
8,0.99,0.88,0.08,1.0179,0.0,17.9,14.2,10.8
7,1.55,0.85,0.26,1.0147,1.2,20.5,14.8,10.8
8,0.65,0.95,0.31,1.0107,0.0,16.5,13.5,10.8
6,2.67,0.73,0.0,1.0054,10.9,20.1,14.9,10.0
4,2.76,0.72,0.02,1.0058,9.4,23.7,16.6,10.0
7,2.6,0.76,0.0,1.0077,6.5,23.8,17.4,11.7
6,2.76,0.73,0.0,1.0086,10.3,23.9,17.8,12.0
7,1.23,0.9,0.31,1.0106,1.6,19.2,15.9,13.8
7,1.51,0.86,0.08,1.0093,0.6,19.6,15.8,13.7
7,1.0,0.85,0.4,1.0103,0.1,18.1,15.0,12.4
7,1.86,0.84,0.2,1.0133,3.9,19.1,14.0,10.2
8,0.38,0.86,0.23,1.0222,0.0,13.0,10.7,9.3
6,1.88,0.68,0.0,1.0264,4.0,15.4,10.5,6.1
0,3.28,0.58,0.0,1.0217,14.1,19.4,12.0,3.3
2,3.11,0.58,0.0,1.016,13.2,24.4,16.4,6.0
4,2.32,0.74,0.07,1.0176,6.7,23.1,17.2,12.4
5,2.68,0.71,0.0,1.0149,10.0,26.1,18.5,10.9
5,2.1,0.76,0.22,1.0115,5.1,24.7,18.2,13.9
8,1.28,0.85,0.53,1.0084,1.5,20.5,15.2,11.5
8,1.2,0.79,0.01,1.0089,0.3,16.1,12.5,9.7
8,1.02,0.92,0.74,1.0102,2.5,14.6,10.8,8.6
5,2.17,0.76,0.39,1.0119,6.8,19.6,13.2,8.0
7,1.9,0.72,0.06,1.0159,1.7,17.2,13.0,9.8
7,1.79,0.74,0.04,1.0169,1.6,18.2,13.6,10.3
7,1.8,0.7,0.0,1.02,2.8,20.1,15.2,11.8
6,2.51,0.76,1.92,1.013,9.1,23.5,17.7,10.3
8,0.62,0.88,0.35,1.0121,0.0,15.6,13.4,10.5
8,1.18,0.8,0.43,1.0159,0.0,13.7,11.4,9.2
8,0.53,0.97,1.36,1.0153,0.0,10.6,9.3,8.7
8,0.57,0.94,0.11,1.0141,0.0,11.7,10.3,8.7
7,2.01,0.81,0.0,1.0155,4.0,19.4,13.5,9.9
5,3.07,0.71,0.0,1.0157,10.7,23.1,16.3,9.9
5,3.0,0.68,0.0,1.0138,12.0,25.3,18.0,10.1
7,1.38,0.83,0.9,1.0095,1.2,23.2,17.1,14.5
5,2.9,0.81,0.89,1.0106,9.6,24.9,17.6,13.2
5,2.63,0.78,0.0,1.0139,7.4,23.4,17.3,11.9
3,3.09,0.76,0.94,1.0135,12.1,25.2,18.0,11.9
3,3.16,0.72,0.0,1.0145,12.0,25.8,19.1,12.7
5,2.48,0.8,0.05,1.0112,7.5,24.2,18.2,13.4
7,1.55,0.79,0.04,1.0118,1.2,22.2,16.6,12.3
4,2.73,0.65,0.03,1.0148,9.9,24.1,17.1,9.5
3,2.6,0.67,0.0,1.0187,9.2,24.7,18.2,12.3
3,2.82,0.66,0.0,1.0196,7.6,21.9,16.5,11.9
5,2.71,0.66,0.0,1.0199,8.0,21.4,16.0,11.1
4,2.76,0.63,0.0,1.021,8.4,25.4,18.9,11.6
3,2.82,0.6,0.0,1.0216,8.9,21.0,16.2,10.8
1,3.21,0.66,0.0,1.0162,13.4,23.4,16.0,8.1
7,2.23,0.74,0.0,1.0143,2.9,21.3,16.1,10.5
6,2.07,0.71,0.0,1.0122,3.4,22.7,17.4,13.9
5,2.38,0.7,0.0,1.0108,5.4,26.8,18.8,12.6
8,2.03,0.8,0.79,1.0105,2.6,24.2,17.5,14.5
4,2.35,0.76,0.27,1.0118,6.9,24.6,18.8,13.7
8,1.77,0.77,0.11,1.0125,4.1,25.4,19.8,14.9
6,1.53,0.86,1.31,1.0058,3.2,24.7,17.0,13.8
5,1.73,0.71,0.51,1.0053,4.9,20.8,16.7,12.5
6,1.36,0.71,0.06,1.0047,2.1,20.8,15.8,11.5
6,2.14,0.72,0.08,1.0071,4.5,24.2,18.6,13.5
8,1.39,0.81,0.86,1.0084,3.8,24.1,17.0,14.6
4,2.87,0.74,0.01,1.0174,9.6,25.8,19.0,14.0
4,1.77,0.78,0.22,1.0208,5.5,21.5,18.5,15.8
5,1.74,0.84,0.47,1.0193,4.8,23.2,17.1,13.5
3,2.73,0.73,0.0,1.0214,8.2,23.6,17.7,12.3
2,3.16,0.68,0.0,1.0214,13.6,26.0,19.4,12.2
4,2.96,0.67,0.23,1.0186,11.1,27.8,21.2,14.1
6,2.27,0.72,0.0,1.0188,5.8,23.0,18.8,15.0
7,2.59,0.71,0.28,1.0122,8.6,25.5,18.9,12.8
6,2.47,0.62,0.73,1.0162,7.4,20.5,17.1,13.9
6,1.12,0.81,0.27,1.02,0.9,16.1,13.3,10.7
7,1.61,0.75,0.02,1.0195,1.2,19.2,14.9,11.7
7,1.83,0.72,0.0,1.0176,3.0,20.3,16.3,9.9
6,2.59,0.71,0.0,1.0183,7.2,21.8,17.9,13.0
0,3.19,0.62,0.0,1.0183,14.3,26.6,18.4,10.7
1,3.08,0.56,0.0,1.0175,13.6,28.3,20.2,10.6
6,2.69,0.66,0.0,1.0187,10.0,27.4,21.6,14.4
5,2.81,0.7,0.0,1.0172,10.2,29.7,23.9,17.7
3,2.8,0.66,0.08,1.0125,12.3,33.5,26.4,19.3
6,0.73,0.84,0.68,1.019,2.2,22.8,17.6,13.2
2,3.1,0.7,0.0,1.0224,12.8,25.7,18.9,11.5
0,3.03,0.6,0.0,1.0183,13.4,31.6,22.8,14.1
6,0.63,0.87,2.83,1.0213,1.7,19.8,17.3,15.4
1,2.93,0.73,0.0,1.0179,11.8,25.2,18.9,12.7
5,1.07,0.82,0.38,1.0164,5.3,23.9,16.9,14.3
2,2.54,0.69,0.0,1.0216,8.4,22.3,16.6,12.0
1,2.92,0.68,0.0,1.0213,13.4,24.9,17.9,10.1
3,2.58,0.69,1.4,1.0175,10.9,29.0,20.9,11.6
6,1.84,0.78,1.0,1.0144,4.6,27.3,21.1,16.2
8,1.17,0.85,1.55,1.0136,2.8,19.6,16.9,13.8
5,1.8,0.77,0.0,1.0175,3.4,20.3,14.8,10.7
2,2.61,0.73,0.0,1.0201,10.1,22.8,16.6,10.4
0,2.87,0.68,0.0,1.0199,13.1,26.1,18.5,10.5
0,2.79,0.67,0.0,1.0176,13.1,28.3,20.5,12.6
3,2.51,0.67,0.0,1.0147,10.4,29.1,22.2,15.4
3,2.53,0.66,0.0,1.0153,10.4,28.4,22.6,17.1
5,2.46,0.69,0.02,1.0128,10.6,29.8,22.5,15.7
5,1.91,0.78,0.12,1.0141,6.0,27.5,21.8,18.3
5,1.28,0.86,0.38,1.0151,2.8,23.3,20.6,17.6
6,2.06,0.73,0.0,1.018,5.9,25.7,21.3,17.6
1,2.55,0.72,0.0,1.0149,12.2,31.3,23.7,15.7
2,2.56,0.72,0.0,1.0157,12.5,29.3,23.3,17.2
6,1.53,0.81,0.06,1.0172,5.1,24.9,20.1,16.3
5,2.39,0.76,0.0,1.0196,10.1,26.5,20.2,15.5
0,2.51,0.7,0.0,1.0167,11.9,28.7,21.3,13.5
4,2.02,0.71,0.11,1.011,7.0,28.2,22.3,16.1
7,0.74,0.86,2.35,1.0114,2.0,20.2,16.2,13.5
